ID,Name,Age,Nationality,Overall,Club,Value,Pos_simp,Weight,Finishing,Acceleration,Dribbling,Stamina,Strength,Vision,Positioning,GKReflexes,Height_cm
239822,E. Tercero,22,Mexico,70,Tigres U.A.N.L.,€2.1M,DEF,68.95,30.0,75.0,60.0,68.0,75.0,33.0,55.0,8.0,182.88
243662,Kalindi,24,Brazil,70,CD Nacional,€1.9M,DEF,62.14,41.0,85.0,70.0,89.0,37.0,49.0,53.0,10.0,170.18
208335,L. Kübler,25,Germany,70,SC Freiburg,€1.8M,DEF,73.03,44.0,67.0,59.0,67.0,62.0,45.0,46.0,8.0,182.88
212943,M. Caballero,23,Paraguay,70,San Luis de Quillota,€2.4M,ATT,64.86,71.0,75.0,64.0,54.0,77.0,57.0,72.0,9.0,175.26
213711,A. Rocha,25,Mexico,70,Monarcas Morelia,€2.2M,MID,68.04,48.0,59.0,67.0,86.0,56.0,68.0,52.0,9.0,167.64
215247,M. Ingvartsen,22,Denmark,70,KRC Genk,€2.5M,ATT,83.91,71.0,68.0,64.0,67.0,75.0,52.0,75.0,7.0,185.42
216015,N. Moiraghi,33,Argentina,70,Club Atlético Tigre,€725K,DEF,79.83,25.0,46.0,38.0,51.0,75.0,29.0,21.0,13.0,180.34
164559,C. Wondolowski,35,United States,70,San Jose Earthquakes,€825K,ATT,77.11,73.0,50.0,64.0,79.0,65.0,61.0,80.0,8.0,182.88
181199,M. Petržela,35,Czech Republic,70,Viktoria Plzeň,€775K,MID,64.86,62.0,82.0,75.0,72.0,44.0,59.0,65.0,8.0,172.72
181455,A. Cissokho,30,France,70,Antalyaspor,€1.3M,DEF,78.93,56.0,73.0,62.0,75.0,74.0,56.0,56.0,7.0,180.34
204496,P. Bauer,25,Germany,70,Charlton Athletic,€1.9M,DEF,88.0,36.0,33.0,38.0,51.0,90.0,40.0,34.0,11.0,193.04
214480,J. López,29,Colombia,70,Independiente Santa Fe,€1.4M,DEF,79.83,25.0,36.0,37.0,70.0,90.0,32.0,21.0,15.0,193.04
201681,C. Quintero,29,Colombia,70,Atlético Bucaramanga,€1.7M,MID,73.94,65.0,76.0,71.0,71.0,75.0,70.0,62.0,15.0,187.96
140497,R. Wallace,33,Scotland,70,Fleetwood Town,€1.1M,MID,63.96,60.0,74.0,66.0,67.0,31.0,68.0,64.0,9.0,167.64
214993,P. Alvarado,32,Argentina,70,Unión La Calera,€1M,DEF,79.83,31.0,58.0,59.0,67.0,73.0,34.0,43.0,11.0,180.34
224977,A. Micai,24,Italy,70,US Salernitana 1919,€1.8M,GK,77.11,17.0,48.0,17.0,17.0,57.0,35.0,12.0,74.0,185.42
227537,H. Veerman,27,Netherlands,70,FC St. Pauli,€1.9M,ATT,89.81,70.0,74.0,57.0,64.0,92.0,44.0,70.0,11.0,200.66
200914,A. Salvi,30,Italy,70,Palermo,€1.3M,DEF,76.2,56.0,77.0,66.0,82.0,70.0,63.0,61.0,14.0,182.88
209874,B. Khuzwayo,28,South Africa,70,Orlando Pirates,€1.5M,GK,74.84,14.0,35.0,20.0,26.0,59.0,43.0,13.0,72.0,190.5
214226,R. Loaiza,24,Colombia,70,Atlético Nacional,€2.3M,MID,69.85,35.0,61.0,63.0,84.0,70.0,69.0,64.0,12.0,180.34
169938,Hugo Vieira,29,Portugal,70,Yokohama F. Marinos,€1.8M,ATT,73.03,66.0,84.0,72.0,73.0,59.0,68.0,71.0,11.0,177.8
238802,P. Türpitz,26,Germany,70,1. FC Magdeburg,€1.9M,MID,73.94,71.0,82.0,72.0,77.0,61.0,63.0,70.0,9.0,177.8
198611,N. Đurđić,32,Serbia,70,Hammarby IF,€1.4M,ATT,77.11,67.0,69.0,66.0,75.0,73.0,65.0,79.0,6.0,182.88
135891,K. Overmeire,32,Belgium,70,Sporting Lokeren,€1M,MID,83.91,38.0,67.0,57.0,85.0,81.0,60.0,59.0,6.0,187.96
123603,H. Campagnaro,38,Argentina,70,Pescara,€240K,DEF,84.82,28.0,34.0,45.0,39.0,86.0,44.0,38.0,15.0,180.34
191443,F. Mancinelli,36,Argentina,70,Club Atlético Huracán,€240K,DEF,79.83,33.0,45.0,55.0,75.0,78.0,31.0,46.0,10.0,180.34
212948,F. Ondoa,22,Cameroon,70,KV Oostende,€2.1M,GK,89.81,18.0,50.0,16.0,43.0,74.0,30.0,12.0,78.0,185.42
222420,G. Ward,23,England,70,Ipswich Town,€2.4M,MID,73.03,64.0,78.0,67.0,85.0,63.0,68.0,64.0,12.0,177.8
229332,Campillo,27,Spain,70,CD Lugo,€1.9M,MID,69.85,73.0,61.0,69.0,80.0,62.0,69.0,64.0,11.0,175.26
206549,E. Bush,32,United States,70,Montreal Impact,€1M,GK,83.01,19.0,49.0,17.0,45.0,73.0,50.0,18.0,72.0,185.42
209109,J. Silbeira,22,Paraguay,70,,€0,GK,91.17,14.0,46.0,17.0,51.0,48.0,17.0,12.0,72.0,185.42
189397,F. Jungwirth,29,Germany,70,San Jose Earthquakes,€1.4M,DEF,79.83,41.0,53.0,61.0,81.0,69.0,52.0,53.0,13.0,180.34
220118,I. Bel Hassani,25,Morocco,70,AZ Alkmaar,€2.2M,MID,72.12,63.0,67.0,73.0,51.0,60.0,71.0,62.0,9.0,175.26
193495,André Santos,29,Portugal,70,Os Belenenses,€1.7M,MID,73.03,58.0,66.0,70.0,71.0,65.0,65.0,57.0,9.0,180.34
152536,B. Johnson,31,England,70,Derby County,€1.5M,MID,68.04,68.0,55.0,66.0,79.0,80.0,66.0,71.0,11.0,177.8
219864,Cotán,22,Spain,70,Real Valladolid CF,€2.3M,MID,67.13,37.0,64.0,70.0,67.0,40.0,71.0,65.0,7.0,175.26
236505,Artur Jorge,23,Portugal,70,Vitória de Setúbal,€2M,DEF,79.83,25.0,56.0,43.0,49.0,77.0,30.0,30.0,12.0,185.42
238041,T. Malacia,18,Netherlands,70,Feyenoord,€2.2M,DEF,67.13,34.0,85.0,70.0,72.0,67.0,52.0,60.0,8.0,170.18
204506,M. van Buren,25,Netherlands,70,SK Slavia Praha,€2.3M,ATT,73.03,65.0,85.0,71.0,63.0,71.0,55.0,72.0,13.0,182.88
230362,Daguinho Parrela,34,Brazil,70,Internacional,€500K,DEF,81.19,41.0,77.0,55.0,78.0,79.0,62.0,56.0,16.0,185.42
39386,D. Beasley,36,United States,70,Houston Dynamo,€200K,DEF,68.04,61.0,77.0,66.0,87.0,53.0,62.0,68.0,11.0,172.72
239322,C. Zimmermann,25,Germany,70,Norwich City,€2M,DEF,92.08,25.0,56.0,39.0,74.0,85.0,25.0,31.0,14.0,193.04
207835,Ademilson,24,Brazil,70,Gamba Osaka,€2.5M,ATT,73.94,69.0,89.0,70.0,76.0,72.0,60.0,66.0,8.0,175.26
212955,Jorginho,27,Brazil,70,Al Qadisiyah,€1.9M,MID,64.86,58.0,69.0,72.0,74.0,42.0,70.0,66.0,10.0,182.88
155355,Lee Chung Yong,29,Korea Republic,70,VfL Bochum 1848,€1.7M,MID,68.04,61.0,73.0,68.0,73.0,52.0,74.0,70.0,7.0,180.34
234203,C. Eiting,20,Netherlands,70,Ajax,€2.7M,MID,76.2,43.0,64.0,68.0,72.0,67.0,70.0,54.0,5.0,177.8
216284,F. Ballas,25,Germany,70,SG Dynamo Dresden,€1.9M,DEF,96.16,28.0,31.0,35.0,35.0,94.0,51.0,28.0,8.0,195.58
222428,J. Komar,21,Argentina,70,Club Atlético Talleres,€2.5M,DEF,82.1,27.0,51.0,30.0,79.0,81.0,42.0,30.0,8.0,187.96
234972,Y. Gomis,26,Senegal,70,Racing Club de Lens,€2.1M,ATT,76.2,73.0,81.0,67.0,64.0,75.0,40.0,74.0,15.0,180.34
237532,Rodrigo,25,Brazil,70,CD Aves,€1.9M,DEF,71.21,36.0,73.0,70.0,78.0,70.0,45.0,50.0,13.0,175.26
195036,S. Winnall,27,England,70,Sheffield Wednesday,€1.9M,ATT,71.21,71.0,77.0,64.0,79.0,64.0,53.0,73.0,12.0,175.26
203741,T. Delaine,26,France,70,FC Metz,€1.8M,DEF,69.85,46.0,76.0,68.0,85.0,75.0,59.0,63.0,10.0,180.34
210653,L. Quintana,26,Mexico,70,U.N.A.M.,€2M,DEF,73.94,41.0,53.0,60.0,76.0,75.0,52.0,27.0,11.0,177.8
241629,Rogério,20,Brazil,70,Sassuolo,€3.9M,MID,69.85,45.0,79.0,74.0,67.0,60.0,66.0,65.0,10.0,177.8
177373,L. Nielsen,30,Denmark,70,Malmö FF,€1.3M,DEF,73.94,25.0,64.0,50.0,67.0,77.0,52.0,38.0,14.0,185.42
195037,D. Batth,27,England,70,Middlesbrough,€1.7M,DEF,89.81,20.0,31.0,31.0,66.0,91.0,39.0,35.0,9.0,190.5
208862,J. Giraudon,26,France,70,ESTAC Troyes,€1.8M,MID,71.21,29.0,65.0,53.0,61.0,69.0,43.0,39.0,10.0,182.88
223966,Vítor Bruno,28,Portugal,70,CD Feirense,€1.4M,DEF,64.86,43.0,82.0,65.0,77.0,68.0,60.0,58.0,14.0,170.18
232926,K. Watanabe,31,Japan,70,Gamba Osaka,€1.6M,ATT,77.11,74.0,53.0,66.0,72.0,75.0,67.0,76.0,10.0,182.88
200671,V. Ulloa,26,Mexico,70,FC Dallas,€1.7M,MID,74.84,50.0,56.0,63.0,80.0,69.0,62.0,46.0,15.0,182.88
200672,Zhang Linpeng,29,China PR,70,Guangzhou Evergrande Taobao FC,€1.4M,DEF,78.02,21.0,71.0,56.0,65.0,85.0,64.0,53.0,10.0,185.42
208096,T. Eisfeld,25,Germany,70,VfL Bochum 1848,€2.2M,MID,76.2,64.0,73.0,68.0,73.0,60.0,71.0,63.0,13.0,177.8
220128,J. Cristaldo,29,Argentina,70,Racing Club,€1.8M,ATT,73.03,68.0,76.0,69.0,70.0,62.0,62.0,70.0,9.0,175.26
230368,Bernardo Motinho,26,Brazil,70,Cruzeiro,€1.5M,DEF,73.94,51.0,71.0,67.0,65.0,64.0,67.0,51.0,9.0,177.8
206561,C. Walton,22,England,70,Wigan Athletic,€2.2M,GK,74.84,20.0,37.0,19.0,22.0,38.0,39.0,7.0,72.0,195.58
228321,Sergi Palencia,22,Spain,70,FC Girondins de Bordeaux,€2.2M,DEF,66.22,51.0,84.0,67.0,77.0,68.0,44.0,63.0,11.0,170.18
239841,V. Lampropoulos,28,Greece,70,AEK Athens,€1.4M,DEF,83.01,36.0,69.0,48.0,76.0,74.0,42.0,40.0,7.0,185.42
200930,L. Tremolada,26,Italy,70,Brescia,€2.1M,MID,78.02,58.0,77.0,70.0,78.0,59.0,72.0,60.0,7.0,185.42
201698,M. Pátkai,30,Hungary,70,,€0,MID,63.96,56.0,74.0,63.0,72.0,45.0,70.0,53.0,16.0,172.72
219106,F. Al Ansari,31,Kuwait,70,Al Faisaly,€1.2M,MID,73.03,43.0,54.0,67.0,72.0,77.0,74.0,58.0,11.0,195.58
172258,José Semedo,33,Portugal,70,Vitória de Setúbal,€725K,MID,77.11,35.0,53.0,52.0,75.0,79.0,49.0,21.0,6.0,182.88
239842,G. Giakoumakis,23,Greece,70,AEK Athens,€2.5M,ATT,86.18,72.0,70.0,66.0,67.0,83.0,46.0,68.0,13.0,185.42
193250,M. Leovac,29,Croatia,70,Dinamo Zagreb,€1.3M,DEF,71.21,33.0,78.0,69.0,69.0,73.0,48.0,58.0,9.0,180.34
215267,T. Figueroa,26,Argentina,70,Unión Española,€2.2M,ATT,89.81,78.0,34.0,66.0,68.0,90.0,53.0,72.0,11.0,190.5
225507,Pol Llonch,25,Spain,70,Willem II,€1.9M,MID,69.85,43.0,83.0,61.0,86.0,65.0,55.0,55.0,6.0,170.18
184035,B. Angulo,28,Colombia,70,Puebla FC,€1.4M,DEF,73.94,51.0,81.0,66.0,80.0,78.0,57.0,45.0,6.0,175.26
186595,E. Bennett,29,England,70,Blackburn Rovers,€1.7M,MID,73.03,60.0,78.0,68.0,80.0,67.0,67.0,66.0,8.0,175.26
189923,C. Nhamoinesu,32,Zimbabwe,70,Sparta Praha,€975K,DEF,78.02,30.0,80.0,56.0,73.0,75.0,54.0,47.0,6.0,185.42
209892,B. Rabello,24,Chile,70,Lobos BUAP,€2.4M,MID,69.85,61.0,76.0,72.0,63.0,65.0,66.0,57.0,16.0,167.64
153060,J. Insaurralde,33,Argentina,70,Colo-Colo,€725K,DEF,87.09,38.0,47.0,39.0,65.0,75.0,52.0,37.0,13.0,187.96
198117,A. Bernardini,31,Italy,70,US Salernitana 1919,€1.2M,DEF,73.03,21.0,55.0,35.0,71.0,75.0,47.0,24.0,5.0,190.5
206565,J. Walker,25,Scotland,70,Peterborough United,€2.3M,MID,69.85,69.0,86.0,72.0,78.0,62.0,67.0,68.0,6.0,175.26
216549,A. Sørloth,22,Norway,70,Crystal Palace,€2.5M,ATT,89.81,72.0,67.0,69.0,69.0,81.0,57.0,65.0,8.0,193.04
220901,David Raya,22,Spain,70,Blackburn Rovers,€1.8M,GK,74.84,19.0,45.0,17.0,29.0,42.0,33.0,15.0,71.0,182.88
227557,M. Cassierra,21,Colombia,70,FC Groningen,€2.7M,ATT,77.11,75.0,68.0,68.0,69.0,72.0,57.0,68.0,6.0,182.88
241637,A. Tchouaméni,18,France,70,FC Girondins de Bordeaux,€3.6M,MID,76.2,48.0,69.0,69.0,70.0,74.0,65.0,67.0,7.0,185.42
227558,J. Siebatcheu,22,France,70,Stade Rennais FC,€2.5M,ATT,83.91,72.0,60.0,64.0,69.0,78.0,56.0,71.0,6.0,190.5
229606,V. Angban,21,Ivory Coast,70,FC Metz,€2.7M,MID,74.84,46.0,56.0,68.0,75.0,72.0,68.0,56.0,13.0,180.34
229862,Edu Expósito,21,Spain,70,Deportivo de La Coruña,€3M,MID,67.13,72.0,65.0,74.0,54.0,48.0,66.0,63.0,8.0,177.8
236518,A. Nordin,20,France,70,AS Saint-Étienne,€3.1M,MID,66.22,70.0,84.0,74.0,58.0,56.0,67.0,67.0,13.0,170.18
198631,Rodri,28,Spain,70,Granada CF,€1.8M,ATT,73.94,68.0,81.0,66.0,62.0,72.0,60.0,71.0,9.0,175.26
219879,M. Pisano,26,Argentina,70,Club Atlético Aldosivi,€1.9M,ATT,60.78,66.0,76.0,78.0,67.0,33.0,69.0,63.0,8.0,165.1
163303,G. Whelan,34,Republic of Ireland,70,Aston Villa,€550K,MID,79.83,61.0,32.0,62.0,61.0,71.0,58.0,60.0,11.0,180.34
164839,M. Parkhurst,34,United States,70,Atlanta United,€550K,DEF,72.12,34.0,49.0,59.0,73.0,67.0,51.0,28.0,10.0,180.34
198632,J. Zárate,26,Mexico,70,Lobos BUAP,€2.1M,MID,62.14,60.0,84.0,75.0,81.0,51.0,67.0,65.0,13.0,167.64
172520,P. Kanstrup,29,Denmark,70,Aarhus GF,€1.4M,DEF,81.19,36.0,63.0,55.0,83.0,84.0,56.0,48.0,13.0,187.96
189928,G. Scognamiglio,31,Italy,70,Pescara,€1.2M,DEF,78.02,18.0,50.0,16.0,70.0,88.0,33.0,65.0,10.0,185.42
224489,E. Ersoy,21,Turkey,70,Bursaspor,€2.5M,DEF,82.1,22.0,64.0,53.0,69.0,79.0,36.0,28.0,7.0,187.96
153066,L. Licht,37,Argentina,70,Gimnasia y Esgrima La Plata,€200K,DEF,72.12,52.0,73.0,76.0,69.0,64.0,64.0,53.0,8.0,175.26
235754,Borja Herrera,25,Spain,70,CF Reus Deportiu,€2M,DEF,69.85,53.0,74.0,69.0,75.0,60.0,51.0,53.0,11.0,175.26
236522,E. Brignola,18,Italy,70,Sassuolo,€3.7M,MID,72.12,66.0,74.0,73.0,67.0,60.0,65.0,73.0,5.0,167.64
206571,M. Maddison,24,England,70,Peterborough United,€2.3M,MID,71.21,68.0,77.0,70.0,68.0,65.0,69.0,66.0,13.0,180.34
212459,M. Cavion,23,Italy,70,Ascoli,€2.4M,MID,73.94,60.0,64.0,70.0,70.0,68.0,68.0,65.0,7.0,180.34
221675,C. Mosquera,27,Colombia,70,Patriotas Boyacá FC,€1.9M,MID,66.22,64.0,89.0,75.0,80.0,65.0,60.0,76.0,9.0,165.1
226285,R. Gudiño,22,Mexico,70,Guadalajara,€2.1M,GK,83.91,17.0,45.0,21.0,40.0,75.0,51.0,14.0,73.0,195.58
226797,V. Malcorra,30,Argentina,70,U.N.A.M.,€1.6M,MID,73.94,61.0,76.0,71.0,74.0,66.0,71.0,60.0,14.0,170.18
230382,Milton Menceiros,26,Brazil,70,Ceará Sporting Club,€1.5M,DEF,83.91,44.0,76.0,51.0,64.0,74.0,64.0,50.0,12.0,182.88
231150,Jamiro Monteiro,24,Cape Verde,70,FC Metz,€2.3M,MID,72.12,53.0,78.0,72.0,78.0,70.0,67.0,60.0,5.0,175.26
169710,L. Bridcutt,29,Scotland,70,Nottingham Forest,€1.4M,MID,76.2,45.0,66.0,67.0,78.0,71.0,61.0,46.0,12.0,175.26
235502,Luisinho,27,Brazil,70,Al Faisaly,€1.9M,MID,67.13,71.0,78.0,76.0,70.0,63.0,63.0,65.0,10.0,175.26
241390,E. Elmas,18,FYR Macedonia,70,Fenerbahçe SK,€3.1M,MID,73.94,61.0,66.0,74.0,72.0,63.0,69.0,64.0,15.0,182.88
244206,N. Pérez,18,Argentina,70,Argentinos Juniors,€3.3M,DEF,76.2,21.0,67.0,18.0,54.0,62.0,22.0,18.0,6.0,185.42
211440,D. Ndlovu,28,South Africa,70,,€0,ATT,74.84,76.0,85.0,72.0,65.0,59.0,56.0,68.0,15.0,175.26
214000,Y. Reyna,24,Peru,70,Vancouver Whitecaps FC,€2.4M,ATT,68.04,67.0,85.0,74.0,69.0,59.0,66.0,65.0,11.0,170.18
221168,D. Kownacki,21,Poland,70,Sampdoria,€3.2M,ATT,74.84,72.0,77.0,66.0,72.0,67.0,62.0,75.0,11.0,187.96
229104,H. Faik,26,Netherlands,70,SV Zulte-Waregem,€2.1M,MID,78.02,59.0,48.0,69.0,73.0,67.0,69.0,65.0,11.0,190.5
233201,C. Mepham,20,Wales,70,Brentford,€2.5M,DEF,74.84,22.0,64.0,56.0,66.0,74.0,53.0,28.0,12.0,190.5
188657,D. Rudd,27,England,70,Preston North End,€1.6M,GK,84.82,12.0,54.0,20.0,31.0,64.0,65.0,13.0,73.0,190.5
189425,Bruno Gallo,30,Brazil,70,GD Chaves,€1.6M,MID,78.02,56.0,68.0,69.0,68.0,72.0,71.0,65.0,9.0,180.34
195313,M. Peybernès,27,France,70,Real Sporting de Gijón,€1.7M,DEF,77.11,19.0,51.0,44.0,65.0,75.0,37.0,40.0,7.0,187.96
201714,D. Böde,31,Hungary,70,,€0,ATT,84.82,74.0,64.0,58.0,54.0,92.0,67.0,69.0,16.0,190.5
211954,T. Schröck,25,Germany,70,FC Ingolstadt 04,€2M,DEF,83.91,53.0,63.0,64.0,81.0,77.0,68.0,57.0,11.0,187.96
213490,I. Brown,21,England,70,Leeds United,€2.9M,MID,69.85,66.0,74.0,75.0,65.0,67.0,68.0,64.0,14.0,182.88
226035,J. Morris,23,United States,70,Seattle Sounders FC,€2.5M,ATT,83.91,65.0,89.0,63.0,76.0,78.0,55.0,67.0,8.0,182.88
183283,J. Taravel,31,France,70,KSV Cercle Brugge,€1.2M,DEF,84.82,37.0,54.0,48.0,54.0,80.0,54.0,43.0,12.0,190.5
224756,A. Lusamba,21,France,70,KSV Cercle Brugge,€2.8M,MID,73.94,63.0,76.0,77.0,61.0,57.0,68.0,71.0,12.0,177.8
184820,Felipe,30,Brazil,70,CD Nacional,€1.3M,DEF,83.91,43.0,48.0,62.0,30.0,80.0,54.0,30.0,14.0,187.96
190196,Z. Touré,28,Senegal,70,Trabzonspor,€1.6M,DEF,78.93,14.0,67.0,32.0,78.0,80.0,44.0,44.0,6.0,182.88
193780,I. Hajrović,26,Bosnia Herzegovina,70,Dinamo Zagreb,€1.9M,MID,72.12,67.0,75.0,74.0,56.0,54.0,68.0,62.0,7.0,177.8
199413,T. Kempe,29,Germany,70,SV Darmstadt 98,€1.7M,MID,77.11,60.0,70.0,72.0,81.0,72.0,77.0,61.0,12.0,182.88
214005,V. Giraldo,32,Colombia,70,Independiente Santa Fe,€975K,DEF,73.94,52.0,83.0,67.0,72.0,69.0,62.0,43.0,10.0,177.8
208374,A. Wooten,28,United States,70,SV Sandhausen,€1.8M,ATT,84.82,71.0,72.0,69.0,61.0,79.0,63.0,66.0,14.0,185.42
221430,U. Đurđević,24,Serbia,70,Real Sporting de Gijón,€2.4M,ATT,82.1,68.0,75.0,68.0,50.0,77.0,58.0,68.0,7.0,182.88
156662,A. Bastía,39,Argentina,70,Club Atlético Colón,€120K,MID,73.94,54.0,59.0,73.0,63.0,74.0,63.0,62.0,6.0,177.8
168950,S. Allagui,32,Tunisia,70,FC St. Pauli,€1.4M,ATT,77.11,67.0,75.0,72.0,64.0,64.0,59.0,71.0,16.0,177.8
208375,M. Müller,24,Germany,70,RB Leipzig,€1.7M,GK,89.81,10.0,25.0,10.0,35.0,77.0,48.0,11.0,73.0,193.04
219127,P. Galdames,21,Chile,70,Vélez Sarsfield,€2.8M,MID,68.04,59.0,78.0,68.0,85.0,57.0,66.0,66.0,12.0,175.26
214776,O. Benítez,25,Argentina,70,Argentinos Juniors,€2.2M,ATT,83.91,63.0,73.0,77.0,70.0,74.0,62.0,66.0,10.0,182.88
238072,E. Löwen,21,Germany,70,1. FC Nürnberg,€2.5M,MID,91.17,49.0,63.0,70.0,88.0,86.0,70.0,61.0,13.0,187.96
175608,A. Fathi,33,Egypt,70,,€0,DEF,76.2,59.0,77.0,67.0,70.0,69.0,67.0,66.0,16.0,175.26
193528,I. Sylla,27,Guinea,70,Queens Park Rangers,€1.9M,ATT,73.03,68.0,65.0,65.0,64.0,72.0,58.0,73.0,13.0,185.42
142329,A. Tziolis,33,Greece,70,Al Fayha,€725K,DEF,89.81,55.0,32.0,55.0,73.0,91.0,65.0,61.0,6.0,190.5
213497,J. Une Larsson,24,Sweden,70,Djurgårdens IF,€2M,DEF,73.94,41.0,65.0,38.0,71.0,71.0,44.0,30.0,10.0,180.34
235257,Pedro Pinto,23,Portugal,70,Vitória de Setúbal,€2M,DEF,78.02,30.0,63.0,50.0,57.0,78.0,33.0,31.0,14.0,187.96
195065,G. Hairemans,26,Belgium,70,Royal Antwerp FC,€2.1M,MID,76.2,52.0,55.0,68.0,78.0,71.0,74.0,69.0,10.0,182.88
222970,E. Oztumer,27,England,70,Bolton Wanderers,€2M,MID,59.87,65.0,84.0,68.0,77.0,35.0,72.0,62.0,15.0,160.02
223994,S. Mugoša,26,Montenegro,70,Incheon United FC,€2.2M,ATT,79.83,70.0,64.0,68.0,69.0,71.0,54.0,74.0,9.0,187.96
225530,O. Oularé,22,Belgium,70,Standard de Liège,€2.5M,ATT,98.88,68.0,54.0,64.0,32.0,93.0,65.0,64.0,14.0,195.58
164858,T. Sparv,31,Finland,70,FC Midtjylland,€1.5M,MID,83.91,47.0,45.0,58.0,82.0,78.0,67.0,63.0,14.0,193.04
240122,Matheus,26,Brazil,70,Royal Antwerp FC,€1.8M,DEF,88.0,45.0,52.0,47.0,72.0,81.0,34.0,29.0,6.0,193.04
192250,M. Jurman,28,Australia,70,Al Ittihad,€1.4M,DEF,87.09,41.0,53.0,48.0,75.0,87.0,45.0,23.0,16.0,190.5
210171,F. Malbašić,25,Serbia,70,CD Tenerife,€2.3M,ATT,78.93,72.0,79.0,71.0,67.0,70.0,72.0,71.0,16.0,182.88
237819,N. Domínguez,20,Argentina,70,Vélez Sarsfield,€3.1M,MID,73.03,64.0,71.0,68.0,83.0,65.0,65.0,62.0,5.0,177.8
181499,J. Ramaré,34,France,70,Valenciennes FC,€550K,MID,73.94,40.0,37.0,62.0,82.0,70.0,69.0,50.0,14.0,180.34
203004,Yang Han Been,26,Korea Republic,70,FC Seoul,€1.5M,GK,89.81,10.0,42.0,14.0,35.0,68.0,36.0,14.0,74.0,195.58
209660,S. Magnasco,25,Chile,70,Universidad Católica,€1.7M,DEF,72.12,33.0,81.0,65.0,81.0,73.0,47.0,55.0,13.0,175.26
224508,L. Mancuso,26,Italy,70,Pescara,€2.1M,ATT,77.11,68.0,72.0,68.0,89.0,60.0,65.0,71.0,11.0,182.88
178684,Nuno André Coelho,32,Portugal,70,GD Chaves,€1M,DEF,82.1,34.0,30.0,50.0,67.0,78.0,52.0,32.0,13.0,193.04
186876,E. Ambrose,29,Nigeria,70,Hibernian,€1.4M,DEF,69.85,40.0,65.0,62.0,76.0,82.0,46.0,37.0,16.0,190.5
204030,S. Kitsiou,24,Greece,70,PAOK,€1.9M,DEF,69.85,50.0,77.0,67.0,72.0,63.0,63.0,64.0,14.0,172.72
230398,Eltson Marques,26,Brazil,70,Internacional,€1.5M,DEF,88.0,37.0,48.0,36.0,52.0,83.0,39.0,28.0,10.0,187.96
231423,C. De Norre,21,Belgium,70,Sint-Truidense VV,€2.8M,MID,72.12,60.0,82.0,70.0,77.0,63.0,58.0,65.0,11.0,175.26
188671,Eloi Amagat,33,Spain,70,New York City FC,€1M,MID,72.12,69.0,48.0,72.0,65.0,66.0,67.0,62.0,15.0,182.88
208384,R. Abdullah,24,Comoros,69,Waasland-Beveren,€1.2M,MID,74.84,57.0,66.0,68.0,74.0,70.0,61.0,69.0,7.0,180.34
227840,M. Ordóñez,28,Colombia,69,Atlético Huila,€950K,MID,74.84,57.0,68.0,64.0,68.0,70.0,70.0,58.0,7.0,180.34
235008,L. Robertone,21,Argentina,69,Vélez Sarsfield,€1.7M,MID,69.85,68.0,76.0,70.0,62.0,59.0,61.0,70.0,14.0,172.72
236288,I. Mathew,21,Nigeria,69,Lillestrøm SK,€1.6M,MID,69.85,58.0,78.0,70.0,93.0,59.0,67.0,60.0,14.0,172.72
177152,P. Velthuizen,31,Netherlands,69,AZ Alkmaar,€650K,GK,88.0,17.0,44.0,14.0,30.0,56.0,56.0,9.0,70.0,187.96
182528,K. Erasmus,27,South Africa,69,Vitória de Setúbal,€1.1M,ATT,63.05,70.0,79.0,69.0,72.0,53.0,65.0,67.0,8.0,167.64
199169,K. Mokotjo,27,South Africa,69,Brentford,€1.2M,MID,72.12,46.0,67.0,63.0,73.0,66.0,67.0,60.0,11.0,175.26
192001,C. Guzmán,24,Mexico,69,Monarcas Morelia,€1.2M,DEF,69.85,43.0,75.0,68.0,78.0,70.0,39.0,32.0,11.0,177.8
193537,A. Fink,30,Germany,69,Karlsruher SC,€1M,ATT,73.94,68.0,76.0,67.0,61.0,58.0,68.0,72.0,10.0,175.26
208898,D. Łukasik,27,Poland,69,Lechia Gdańsk,€875K,MID,73.03,29.0,58.0,63.0,74.0,71.0,64.0,59.0,16.0,177.8
214274,J. Chunga,26,Colombia,69,Junior FC,€925K,GK,79.83,12.0,43.0,15.0,33.0,38.0,31.0,17.0,71.0,180.34
215810,C. Lombardi,22,Italy,69,Lazio,€1.4M,ATT,74.84,62.0,77.0,73.0,38.0,62.0,58.0,67.0,12.0,180.34
229890,E. Hackman,23,Ghana,69,Portimonense SC,€1.2M,DEF,76.2,50.0,75.0,70.0,77.0,74.0,38.0,40.0,9.0,187.96
235522,Aleix Febas,22,Spain,69,Albacete BP,€1.6M,MID,63.96,58.0,70.0,74.0,63.0,64.0,68.0,63.0,7.0,172.72
233731,A. Isak,18,Sweden,69,Borussia Dortmund,€2.2M,ATT,73.94,69.0,78.0,69.0,66.0,59.0,59.0,71.0,11.0,190.5
179971,R. Munsy,28,DR Congo,69,BB Erzurumspor,€1.1M,ATT,89.81,69.0,81.0,65.0,70.0,87.0,46.0,67.0,14.0,187.96
190979,E. Hussain,25,Norway,69,Molde FK,€1.4M,MID,68.95,62.0,73.0,70.0,79.0,54.0,68.0,68.0,6.0,175.26
